Calculation1,School,City,County/State/ Territory,Count,All,African American,American Indian,Hispanic/ Latinx,Pacific Islander,Asian,White,Domestic Unknown,Int'l
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Adm,42,,,38,,,,,
COLISEUM COLLEGE PREP ACADEMY54412,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Enr,24,,,22,,,,,
COLLEGE BRIDGE ACADEMY54799,COLLEGE BRIDGE ACADEMY,Los Angeles,Los Angeles,App,11,,,8,,,,,
COLLEGE BRIDGE ACADEMY54799,COLLEGE BRIDGE ACADEMY,Los Angeles,Los Angeles,Adm,3,,,,,,,,
COLLEGE BRIDGE ACADEMY54799,COLLEGE BRIDGE ACADEMY,Los Angeles,Los Angeles,Enr,,,,,,,,,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,App,130,7,,25,,47,47,,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Adm,78,5,,14,,33,22,,
COLLEGE PARK HIGH SCHOOL50659,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Enr,44,,,9,,20,14,,
COLLEGIATE CHARTER HIGH SCHOOL54845,COLLEGIATE CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,App,24,,,21,,,,,
COLLEGIATE CHARTER HIGH SCHOOL54845,COLLEGIATE CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,Adm,17,,,14,,,,,
COLLEGIATE CHARTER HIGH SCHOOL54845,COLLEGIATE CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,Enr,6,,,5,,,,,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,App,120,11,,83,,21,,,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,Adm,84,6,,56,,19,,,
COLONY HIGH SCHOOL52384,COLONY HIGH SCHOOL,Ontario,San Bernardino,Enr,43,4,,29,,9,,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,App,78,,,74,,,,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,Adm,49,,,47,,,,,
COLTON HIGH SCHOOL50640,COLTON HIGH SCHOOL,Colton,San Bernardino,Enr,30,,,28,,,,,
COLUMBUS HIGH SCHOOL50767,COLUMBUS HIGH SCHOOL,Downey,Los Angeles,App,,,,,,,,,
COLUMBUS HIGH SCHOOL50767,COLUMBUS HIGH SCHOOL,Downey,Los Angeles,Adm,,,,,,,,,
COLUMBUS HIGH SCHOOL50767,COLUMBUS HIGH SCHOOL,Downey,Los Angeles,Enr,,,,,,,,,
COLUSA HIGH SCHOOL50645,COLUSA HIGH SCHOOL,Colusa,Colusa,App,10,,,7,,,,,
COLUSA HIGH SCHOOL50645,COLUSA HIGH SCHOOL,Colusa,Colusa,Adm,8,,,7,,,,,
COLUSA HIGH SCHOOL50645,COLUSA HIGH SCHOOL,Colusa,Colusa,Enr,,,,,,,,,
COMMUNITY COLLAB - CALPAC54862,COMMUNITY COLLAB - CALPAC,Newport Beach,Orange,App,,,,,,,,,
COMMUNITY COLLAB - CALPAC54862,COMMUNITY COLLAB - CALPAC,Newport Beach,Orange,Adm,,,,,,,,,
COMMUNITY COLLAB - CALPAC54862,COMMUNITY COLLAB - CALPAC,Newport Beach,Orange,Enr,,,,,,,,,
COMPASS CHARTER SCHL SAN DIEGO54738,COMPASS CHARTER SCHL SAN DIEGO,Thousand Oaks,Ventura,App,,,,,,,,,
COMPASS CHARTER SCHL SAN DIEGO54738,COMPASS CHARTER SCHL SAN DIEGO,Thousand Oaks,Ventura,Adm,,,,,,,,,
COMPASS CHARTER SCHL SAN DIEGO54738,COMPASS CHARTER SCHL SAN DIEGO,Thousand Oaks,Ventura,Enr,,,,,,,,,
COMPASS CHARTER SCHLS OF LA54907,COMPASS CHARTER SCHLS OF LA,Thousand Oaks,Ventura,App,,,,,,,,,
COMPASS CHARTER SCHLS OF LA54907,COMPASS CHARTER SCHLS OF LA,Thousand Oaks,Ventura,Adm,,,,,,,,,
COMPASS CHARTER SCHLS OF LA54907,COMPASS CHARTER SCHLS OF LA,Thousand Oaks,Ventura,Enr,,,,,,,,,
COMPASS CHARTER SCHOOL OF YOLO53634,COMPASS CHARTER SCHOOL OF YOLO,Thousand Oaks,Ventura,App,,,,,,,,,
COMPASS CHARTER SCHOOL OF YOLO53634,COMPASS CHARTER SCHOOL OF YOLO,Thousand Oaks,Ventura,Adm,,,,,,,,,
COMPASS CHARTER SCHOOL OF YOLO53634,COMPASS CHARTER SCHOOL OF YOLO,Thousand Oaks,Ventura,Enr,,,,,,,,,
COMPTON EARLY COLLEGE HIGH SCH54865,COMPTON EARLY COLLEGE HIGH SCH,Compton,Los Angeles,App,114,15,,97,,,,,
COMPTON EARLY COLLEGE HIGH SCH54865,COMPTON EARLY COLLEGE HIGH SCH,Compton,Los Angeles,Adm,70,8,,60,,,,,
COMPTON EARLY COLLEGE HIGH SCH54865,COMPTON EARLY COLLEGE HIGH SCH,Compton,Los Angeles,Enr,28,,,25,,,,,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,App,45,,,40,,,,,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,Adm,33,,,31,,,,,
COMPTON SENIOR HIGH SCHOOL50651,COMPTON SENIOR HIGH SCHOOL,Compton,Los Angeles,Enr,9,,,8,,,,,
COMPUTER SCIENCE VIRTUAL ACADE55448,COMPUTER SCIENCE VIRTUAL ACADE,Los Angeles,Los Angeles,App,,,,,,,,,
COMPUTER SCIENCE VIRTUAL ACADE55448,COMPUTER SCIENCE VIRTUAL ACADE,Los Angeles,Los Angeles,Adm,,,,,,,,,
COMPUTER SCIENCE VIRTUAL ACADE55448,COMPUTER SCIENCE VIRTUAL ACADE,Los Angeles,Los Angeles,Enr,,,,,,,,,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,App,38,,,18,,11,6,,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Adm,30,,,14,,10,5,,
CONCORD HIGH SCHOOL50657,CONCORD HIGH SCHOOL,Concord,Contra Costa,Enr,11,,,5,,5,,,
CONDOR HIGH SCHOOL54741,CONDOR HIGH SCHOOL,Oxnard,Ventura,App,5,,,,,,,,
CONDOR HIGH SCHOOL54741,CONDOR HIGH SCHOOL,Oxnard,Ventura,Adm,,,,,,,,,
CONDOR HIGH SCHOOL54741,CONDOR HIGH SCHOOL,Oxnard,Ventura,Enr,,,,,,,,,
CONEJO VALLEY HIGH SCHOOL52116,CONEJO VALLEY HIGH SCHOOL,Thousand Oaks,Ventura,App,,,,,,,,,
CONEJO VALLEY HIGH SCHOOL52116,CONEJO VALLEY HIGH SCHOOL,Thousand Oaks,Ventura,Adm,,,,,,,,,
CONEJO VALLEY HIGH SCHOOL52116,CONEJO VALLEY HIGH SCHOOL,Thousand Oaks,Ventura,Enr,,,,,,,,,
CONNECTING WATERS - EAST BAY50352,CONNECTING WATERS - EAST BAY,Waterford,Stanislaus,App,7,,,,,,,,
CONNECTING WATERS - EAST BAY50352,CONNECTING WATERS - EAST BAY,Waterford,Stanislaus,Adm,5,,,,,,,,
CONNECTING WATERS - EAST BAY50352,CONNECTING WATERS - EAST BAY,Waterford,Stanislaus,Enr,4,,,,,,,,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,App,,,,,,,,,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,Adm,,,,,,,,,
CONNECTING WATERS CHARTER SCH53706,CONNECTING WATERS CHARTER SCH,Waterford,Stanislaus,Enr,,,,,,,,,
CONNECTING WATERS-CTRL VALLEY53963,CONNECTING WATERS-CTRL VALLEY,Modesto,Stanislaus,App,,,,,,,,,
CONNECTING WATERS-CTRL VALLEY53963,CONNECTING WATERS-CTRL VALLEY,Modesto,Stanislaus,Adm,,,,,,,,,
CONNECTING WATERS-CTRL VALLEY53963,CONNECTING WATERS-CTRL VALLEY,Modesto,Stanislaus,Enr,,,,,,,,,
CONTRA COSTA SCH PRFRMING ARTS50329,CONTRA COSTA SCH PRFRMING ARTS,Walnut Creek,Contra Costa,App,5,,,,,,,,
CONTRA COSTA SCH PRFRMING ARTS50329,CONTRA COSTA SCH PRFRMING ARTS,Walnut Creek,Contra Costa,Adm,,,,,,,,,
CONTRA COSTA SCH PRFRMING ARTS50329,CONTRA COSTA SCH PRFRMING ARTS,Walnut Creek,Contra Costa,Enr,,,,,,,,,
CORCORAN HIGH SCHOOL50665,CORCORAN HIGH SCHOOL,Corcoran,Kings,App,22,,,20,,,,,
CORCORAN HIGH SCHOOL50665,CORCORAN HIGH SCHOOL,Corcoran,Kings,Adm,17,,,15,,,,,
CORCORAN HIGH SCHOOL50665,CORCORAN HIGH SCHOOL,Corcoran,Kings,Enr,6,,,4,,,,,
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,App,46,,,15,,18,10,,
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,Adm,33,,,10,,12,9,,
CORDOVA HIGH SCHOOL52553,CORDOVA HIGH SCHOOL,Rancho Cordova,Sacramento,Enr,7,,,,,3,,,
CORE BUTTE CHARTER SCHOOL54171,CORE BUTTE CHARTER SCHOOL,Chico,Butte,App,12,,,,,,8,,
CORE BUTTE CHARTER SCHOOL54171,CORE BUTTE CHARTER SCHOOL,Chico,Butte,Adm,7,,,,,,4,,
CORE BUTTE CHARTER SCHOOL54171,CORE BUTTE CHARTER SCHOOL,Chico,Butte,Enr,,,,,,,,,
CORNING UNION HIGH SCHOOL50670,CORNING UNION HIGH SCHOOL,Corning,Tehama,App,10,,,8,,,,,
CORNING UNION HIGH SCHOOL50670,CORNING UNION HIGH SCHOOL,Corning,Tehama,Adm,9,,,7,,,,,
CORNING UNION HIGH SCHOOL50670,CORNING UNION HIGH SCHOOL,Corning,Tehama,Enr,5,,,4,,,,,
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,App,196,6,,33,,45,90,,
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Adm,112,,,18,,32,49,10,
CORONA DEL MAR HIGH SCHOOL52128,CORONA DEL MAR HIGH SCHOOL,Newport Beach,Orange,Enr,51,,,6,,12,27,4,
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,App,128,,,91,,14,18,,
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Adm,79,,,61,,8,7,,
CORONA HIGH SCHOOL50675,CORONA HIGH SCHOOL,Corona,Riverside,Enr,46,,,29,,8,6,,
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,App,122,,,30,,22,60,,
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,Adm,65,,,15,,12,34,,
CORONADO HIGH SCHOOL50680,CORONADO HIGH SCHOOL,Coronado,San Diego,Enr,30,,,7,,7,14,,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,App,64,,,25,,19,14,,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Adm,38,,,13,,13,9,,
COSTA MESA HIGH SCHOOL50683,COSTA MESA HIGH SCHOOL,Costa Mesa,Orange,Enr,25,,,4,,12,7,,
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,App,173,22,,30,,94,20,,
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Adm,116,10,,16,,71,13,,
COSUMNES OAKS HIGH SCHOOL54204,COSUMNES OAKS HIGH SCHOOL,Elk Grove,Sacramento,Enr,64,3,,9,,38,9,,
COTTONWOOD SCHOOL53639,COTTONWOOD SCHOOL,El Dorado Hills,El Dorado,App,,,,,,,,,
COTTONWOOD SCHOOL53639,COTTONWOOD SCHOOL,El Dorado Hills,El Dorado,Adm,,,,,,,,,
COTTONWOOD SCHOOL53639,COTTONWOOD SCHOOL,El Dorado Hills,El Dorado,Enr,,,,,,,,,
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,App,68,,,52,,13,,,
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,Adm,35,,,23,,10,,,
COVINA HIGH SCHOOL50700,COVINA HIGH SCHOOL,Covina,Los Angeles,Enr,14,,,8,,5,,,
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,App,81,40,,12,,29,,,
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,Adm,59,27,,8,,24,,,
CRAWFORD HIGH SCHOOL54630,CRAWFORD HIGH SCHOOL,San Diego,San Diego,Enr,39,16,,7,,16,,,
CREATIVE CONNECTIONS ARTS ACAD54565,CREATIVE CONNECTIONS ARTS ACAD,North Highlands,Sacramento,App,6,,,,,,,,
CREATIVE CONNECTIONS ARTS ACAD54565,CREATIVE CONNECTIONS ARTS ACAD,North Highlands,Sacramento,Adm,4,,,,,,,,
CREATIVE CONNECTIONS ARTS ACAD54565,CREATIVE CONNECTIONS ARTS ACAD,North Highlands,Sacramento,Enr,,,,,,,,,
CREDO HIGH SCHOOL54502,CREDO HIGH SCHOOL,Rohnert Park,Sonoma,App,34,,,,,,26,,
CREDO HIGH SCHOOL54502,CREDO HIGH SCHOOL,Rohnert Park,Sonoma,Adm,26,,,,,,19,,
CREDO HIGH SCHOOL54502,CREDO HIGH SCHOOL,Rohnert Park,Sonoma,Enr,13,,,,,,12,,
CRENSHAW HIGH SCHOOL51569,CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,App,21,17,,,,,,,
CRENSHAW HIGH SCHOOL51569,CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,Adm,10,9,,,,,,,
CRENSHAW HIGH SCHOOL51569,CRENSHAW HIGH SCHOOL,Los Angeles,Los Angeles,Enr,,,,,,,,,
CRESCENT VALLEY PUBLIC CHAR II51288,CRESCENT VALLEY PUBLIC CHAR II,Visalia,Tulare,App,,,,,,,,,
CRESCENT VALLEY PUBLIC CHAR II51288,CRESCENT VALLEY PUBLIC CHAR II,Visalia,Tulare,Adm,,,,,,,,,
CRESCENT VALLEY PUBLIC CHAR II51288,CRESCENT VALLEY PUBLIC CHAR II,Visalia,Tulare,Enr,,,,,,,,,
CRESCENT VIEW WEST CHARTER SCH54033,CRESCENT VIEW WEST CHARTER SCH,Fresno,Fresno,App,,,,,,,,,
CRESCENT VIEW WEST CHARTER SCH54033,CRESCENT VIEW WEST CHARTER SCH,Fresno,Fresno,Adm,,,,,,,,,
CRESCENT VIEW WEST CHARTER SCH54033,CRESCENT VIEW WEST CHARTER SCH,Fresno,Fresno,Enr,,,,,,,,,
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,App,319,7,,38,,138,127,,5
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,Adm,205,4,,22,,100,72,,4
CRESCENTA VALLEY HIGH SCHOOL51313,CRESCENTA VALLEY HIGH SCHOOL,La Crescenta,Los Angeles,Enr,95,,,10,,49,29,,3
CRITICAL DESIGN AND GAMING SCH54632,CRITICAL DESIGN AND GAMING SCH,Los Angeles,Los Angeles,App,65,,,61,,,,,
CRITICAL DESIGN AND GAMING SCH54632,CRITICAL DESIGN AND GAMING SCH,Los Angeles,Los Angeles,Adm,44,,,42,,,,,
CRITICAL DESIGN AND GAMING SCH54632,CRITICAL DESIGN AND GAMING SCH,Los Angeles,Los Angeles,Enr,12,,,,,,,,
CROSSROADS CHARTER ACADEMY51212,CROSSROADS CHARTER ACADEMY,Hanford,Kings,App,,,,,,,,,
CROSSROADS CHARTER ACADEMY51212,CROSSROADS CHARTER ACADEMY,Hanford,Kings,Adm,,,,,,,,,
CROSSROADS CHARTER ACADEMY51212,CROSSROADS CHARTER ACADEMY,Hanford,Kings,Enr,,,,,,,,,
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,245,63,,54,,70,51,5,
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Adm,174,34,,40,,53,41,,
CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Enr,101,16,,19,,37,25,,
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,392,9,,10,,306,20,,23
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Adm,333,5,,8,,264,14,22,20
CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Enr,142,,,,,103,7,13,15
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,303,20,,51,,192,29,,
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Adm,197,9,,31,,130,18,,
CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Enr,110,5,,18,,73,9,,
CYPRESS HIGH SCHOOL53845,CYPRESS HIGH SCHOOL,Santa Cruz,Santa Cruz,App,,,,,,,,,
CYPRESS HIGH SCHOOL53845,CYPRESS HIGH SCHOOL,Santa Cruz,Santa Cruz,Adm,,,,,,,,,
CYPRESS HIGH SCHOOL53845,CYPRESS HIGH SCHOOL,Santa Cruz,Santa Cruz,Enr,,,,,,,,,
DA VINCI CHARTER ACADEMY51082,DA VINCI CHARTER ACADEMY,Davis,Yolo,App,27,,,6,,,16,,
DA VINCI CHARTER ACADEMY51082,DA VINCI CHARTER ACADEMY,Davis,Yolo,Adm,21,,,4,,,15,,
DA VINCI CHARTER ACADEMY51082,DA VINCI CHARTER ACADEMY,Davis,Yolo,Enr,11,,,,,,9,,
DA VINCI COMMUNICATIONS HS54794,DA VINCI COMMUNICATIONS HS,El Segundo,Los Angeles,App,51,19,,22,,6,,,
DA VINCI COMMUNICATIONS HS54794,DA VINCI COMMUNICATIONS HS,El Segundo,Los Angeles,Adm,35,12,,15,,4,,,
DA VINCI COMMUNICATIONS HS54794,DA VINCI COMMUNICATIONS HS,El Segundo,Los Angeles,Enr,15,6,,6,,,,,
DA VINCI CONNECT HIGH SCHOOL55011,DA VINCI CONNECT HIGH SCHOOL,El Segundo,Los Angeles,App,16,8,,,,,,5,
DA VINCI CONNECT HIGH SCHOOL55011,DA VINCI CONNECT HIGH SCHOOL,El Segundo,Los Angeles,Adm,5,3,,,,,,,
DA VINCI CONNECT HIGH SCHOOL55011,DA VINCI CONNECT HIGH SCHOOL,El Segundo,Los Angeles,Enr,4,,,,,,,,
DA VINCI DESIGN HIGH SCHOOL51216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,App,44,7,,26,,,8,,
DA VINCI DESIGN HIGH SCHOOL51216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,Adm,26,4,,16,,,4,,
DA VINCI DESIGN HIGH SCHOOL51216,DA VINCI DESIGN HIGH SCHOOL,El Segundo,Los Angeles,Enr,7,,,4,,,,,
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,App,74,15,,38,,12,7,,
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,Adm,48,9,,25,,8,5,,
DA VINCI SCIENCE HIGH SCHOOL54378,DA VINCI SCIENCE HIGH SCHOOL,El Segundo,Los Angeles,Enr,19,,,10,,4,,,
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,154,,,47,,27,73,,
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Adm,94,,,26,,19,46,,
DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Enr,32,,,6,,7,18,,
DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,App,13,,,6,,,,,
DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,Adm,11,,,5,,,,,
DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,Enr,5,,,4,,,,,
DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,App,68,7,,53,,7,,,
DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,43,4,,35,,4,,,
DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,15,,,11,,,,,
DAVID STARR JORDAN HS51575,DAVID STARR JORDAN HS,Los Angeles,Los Angeles,App,36,,,33,,,,,
DAVID STARR JORDAN HS51575,DAVID STARR JORDAN HS,Los Angeles,Los Angeles,Adm,27,,,26,,,,,
DAVID STARR JORDAN HS51575,DAVID STARR JORDAN HS,Los Angeles,Los Angeles,Enr,12,,,,,,,,
DAVIS SCHOOL INDEPENDENT STUDY50743,DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,App,,,,,,,,,
DAVIS SCHOOL INDEPENDENT STUDY50743,DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,Adm,,,,,,,,,
DAVIS SCHOOL INDEPENDENT STUDY50743,DAVIS SCHOOL INDEPENDENT STUDY,Davis,Yolo,Enr,,,,,,,,,
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,317,20,,54,,107,124,6,
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Adm,234,13,,36,,85,91,4,
DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Enr,130,7,,12,,57,48,,
DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,App,94,14,,43,,29,5,,
DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Adm,67,10,,30,,20,5,,
DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Enr,38,7,,12,,15,3,,
DECOTO SCHL INDEPENDENT STUDY54656,DECOTO SCHL INDEPENDENT STUDY,Union City,Alameda,App,,,,,,,,,
DECOTO SCHL INDEPENDENT STUDY54656,DECOTO SCHL INDEPENDENT STUDY,Union City,Alameda,Adm,,,,,,,,,
DECOTO SCHL INDEPENDENT STUDY54656,DECOTO SCHL INDEPENDENT STUDY,Union City,Alameda,Enr,,,,,,,,,
DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,App,71,24,,18,,21,7,,
DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Adm,50,15,,11,,18,5,,
DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Enr,30,8,,5,,15,,,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,App,65,9,,16,,13,23,,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Adm,41,4,,12,,7,16,,
DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Enr,24,,,8,,5,10,,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,67,,,41,,8,12,,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Adm,46,,,27,,7,9,,
DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Enr,21,,,8,,5,6,,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,60,7,,34,,9,9,,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Adm,36,6,,17,,7,5,,
DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Enr,15,,,8,,4,,,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,App,15,,,,,,8,,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,Adm,9,,,,,,5,,
DEL NORTE COUNTY HIGH SCHOOL50705,DEL NORTE COUNTY HIGH SCHOOL,Crescent City,Del Norte,Enr,7,,,,,,4,,
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,364,10,,29,,221,78,16,8
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Adm,276,5,,20,,182,49,15,5
DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Enr,125,,,9,,93,15,5,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,App,67,5,,11,,7,40,,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,Adm,41,,,8,,3,25,,
DEL ORO HIGH SCHOOL51507,DEL ORO HIGH SCHOOL,Loomis,Placer,Enr,16,,,4,,,9,,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,App,50,,,39,,7,,,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Adm,37,,,29,,6,,,
DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Enr,16,,,12,,3,,,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,App,51,,,43,,,,,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,Adm,48,,,40,,,,,
DELHI HIGH SCHOOL52017,DELHI HIGH SCHOOL,Delhi,Merced,Enr,26,,,22,,,,,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,App,5,,,,,,,,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,Adm,,,,,,,,,
DELTA CHARTER HIGH SCHOOL53728,DELTA CHARTER HIGH SCHOOL,Tracy,San Joaquin,Enr,,,,,,,,,
DELTA CHARTER ONLINE 251618,DELTA CHARTER ONLINE 2,Lathrop,San Joaquin,App,,,,,,,,,
DELTA CHARTER ONLINE 251618,DELTA CHARTER ONLINE 2,Lathrop,San Joaquin,Adm,,,,,,,,,
